loan_id,user_id,amount,created_at,status
1387,7798,144417,2025-03-03,defaulted
1388,5304,144685,2024-05-15,approved
1389,679,164934,2023-10-27,closed
1390,8280,163732,2023-08-10,closed
1391,9385,174446,2025-05-07,approved
1392,9344,138631,2024-09-09,defaulted
1393,6222,102941,2023-09-14,closed
1394,9130,121518,2025-02-04,closed
1395,4054,94279,2023-07-19,closed
1396,6949,62206,2024-09-16,approved
1397,1953,117851,2023-10-01,defaulted
1398,7917,23784,2025-05-16,closed
1399,8672,72937,2023-08-24,approved
1400,2295,98373,2023-09-01,closed
1401,2980,81722,2025-02-05,defaulted
1402,3315,81528,2024-05-12,approved
1403,1857,168560,2024-04-26,approved
1404,298,77308,2025-05-18,defaulted
1405,894,29473,2024-05-28,closed
1406,7762,26575,2023-09-05,approved
1407,7235,73346,2023-07-17,approved
1408,3244,185621,2023-12-26,closed
1409,9579,192020,2024-08-09,closed
1410,1628,31927,2023-11-09,approved
1411,8334,66153,2024-08-14,defaulted
1412,7374,151332,2023-09-10,closed
1413,5165,97966,2023-09-14,defaulted
1414,8886,118300,2023-07-28,defaulted
1415,4585,113680,2024-02-13,closed
1416,652,46264,2023-06-25,closed
1417,5402,46126,2024-11-06,defaulted
1418,3415,75539,2023-11-01,defaulted
1419,5533,78666,2024-01-23,closed
1420,4723,90846,2025-02-24,approved
1421,3490,183754,2023-10-19,defaulted
1422,9199,87245,2025-02-09,closed
1423,9808,113642,2024-03-02,closed
1424,7735,194922,2023-11-09,closed
1425,3950,36316,2023-09-10,closed
1426,5661,40393,2024-02-15,approved
1427,8812,179777,2025-03-06,closed
1428,7171,93996,2023-12-01,defaulted
1429,9541,54662,2025-02-03,closed
1430,4235,111578,2025-03-26,approved
1431,2816,106241,2023-07-24,approved
1432,1676,161311,2025-05-11,approved
1433,2344,46036,2023-12-10,approved
1434,7152,165701,2025-03-10,defaulted
1435,6178,73365,2025-03-11,closed
1436,6449,121433,2023-10-25,approved
1437,2241,170942,2025-04-09,approved
1438,7954,93771,2024-04-30,approved
1439,9356,67645,2024-10-20,approved
1440,814,35273,2024-09-26,approved
1441,658,33331,2025-05-22,approved
1442,5952,36551,2024-07-19,defaulted
1443,7749,106498,2024-11-20,closed
1444,7005,196897,2025-04-14,approved
1445,6468,173896,2025-05-09,approved
1446,7130,146301,2023-07-10,approved
1447,2100,104621,2024-07-22,closed
1448,9719,82346,2023-12-29,approved
1449,7384,75762,2024-12-28,closed
1450,302,34713,2025-02-10,defaulted
1451,5168,62387,2024-12-21,approved
1452,3862,168240,2024-03-31,approved
1453,3908,31068,2024-06-03,closed
1454,4012,96131,2024-05-26,defaulted
1455,4065,152262,2023-07-10,closed
1456,6886,170182,2023-09-21,defaulted
1457,405,131666,2025-02-24,approved
1458,549,32729,2024-03-27,approved
1459,1010,84560,2024-10-01,defaulted
1460,6445,131454,2024-06-17,closed
1461,3020,137533,2024-02-29,approved
1462,468,187319,2025-02-18,approved
1463,8263,33174,2025-02-07,defaulted
1464,4578,37029,2024-06-27,closed
1465,1226,160969,2024-01-15,approved
1466,3969,35264,2024-04-14,approved
1467,9240,152586,2024-03-03,approved
1468,6011,180326,2024-07-06,closed
1469,388,42048,2023-08-28,approved
1470,8322,183002,2024-03-18,defaulted
1471,2409,121145,2023-09-16,defaulted
1472,1296,171445,2024-11-13,defaulted
1473,3585,21338,2025-02-25,approved
1474,1447,105963,2025-02-17,defaulted
1475,515,95363,2024-02-08,approved
1476,7085,28694,2023-07-15,closed
1477,6269,109694,2024-06-23,approved
1478,7047,45552,2024-07-06,closed
1479,2210,43775,2023-09-16,closed
1480,246,30169,2024-03-10,closed
1481,3453,53155,2023-12-13,approved
1482,1855,33350,2025-05-03,closed
1483,4284,188938,2025-04-21,closed
1484,6898,128411,2024-01-22,approved
1485,3573,107791,2023-07-11,closed
1486,7239,82972,2023-11-02,approved
1487,791,145175,2025-05-07,approved
1488,446,183941,2024-12-06,closed
1489,7202,183134,2024-05-30,closed
1490,4056,33674,2024-10-31,closed
1491,8358,86326,2024-10-18,approved
1492,3934,27110,2024-01-19,closed
1493,1119,154317,2024-10-08,closed
1494,9564,51374,2024-12-25,approved
1495,6466,187099,2024-03-31,defaulted
1496,4346,120884,2024-07-18,approved
1497,1233,159373,2024-02-15,approved
1498,5491,167967,2023-10-11,closed
1499,3965,102339,2023-07-28,defaulted
1500,6780,133588,2024-05-21,approved
1501,714,73268,2024-04-03,closed
1502,7002,105700,2024-03-30,closed
1503,7537,171661,2024-06-21,defaulted
1504,2136,145224,2024-04-20,closed
1505,9715,159668,2025-03-12,approved
1506,6341,125122,2024-01-26,defaulted
1507,4338,36396,2023-06-25,closed
1508,8491,119943,2023-11-14,approved
1509,9930,47230,2025-02-04,approved
1510,3015,90244,2023-11-24,approved
1511,6361,75594,2023-08-02,closed
1512,3932,31208,2024-10-18,closed
1513,911,146236,2024-06-08,approved
1514,6021,195772,2024-04-21,approved
1515,7025,23203,2024-06-24,approved
1516,4485,93492,2024-04-18,approved
1517,5318,93771,2024-10-21,closed
1518,8230,21065,2023-07-22,defaulted
1519,4051,23347,2024-11-03,approved
1520,6255,121751,2024-03-08,approved
1521,942,162465,2024-11-19,closed
1522,5567,89675,2025-02-02,defaulted
1523,4402,67264,2024-12-17,approved
1524,2369,136840,2023-12-22,defaulted
1525,1966,64889,2024-03-31,closed
1526,6005,197905,2023-09-01,approved
1527,6511,165054,2024-06-29,closed
1528,3903,62938,2024-08-05,closed
1529,4884,107536,2025-02-10,closed
1530,2815,173734,2024-03-21,approved
1531,9572,120052,2025-04-28,approved
1532,2693,83939,2024-04-01,closed
1533,5627,38635,2023-08-02,approved
1534,1750,104928,2024-01-07,approved
1535,8887,159634,2025-03-14,defaulted
1536,2181,126715,2023-07-26,approved
1537,6633,67770,2025-03-21,approved
1538,1948,148188,2023-11-19,approved
1539,4950,60795,2023-10-06,defaulted
1540,9226,127730,2025-02-14,closed
1541,561,108059,2024-08-09,defaulted
1542,4277,160712,2025-04-13,closed
1543,4798,174028,2023-11-21,approved
1544,922,75268,2024-09-16,closed
1545,7435,47707,2025-02-13,approved
1546,1682,199847,2024-09-18,closed
1547,3316,43038,2024-09-17,closed
1548,6031,196013,2024-08-14,defaulted
1549,1060,199893,2024-07-16,defaulted
1550,7561,128142,2024-03-15,closed
1551,3091,181794,2024-09-28,approved
1552,319,96326,2023-07-11,defaulted
1553,50,58013,2025-04-04,closed
1554,3255,195171,2024-04-17,approved
1555,919,118717,2024-06-18,closed
1556,1374,51323,2023-08-18,closed
1557,6264,138086,2025-02-18,closed
1558,4158,51510,2024-12-08,closed
1559,769,198704,2024-08-17,approved
1560,5579,157519,2025-05-02,closed
1561,5056,79711,2025-01-04,closed
1562,6643,158468,2024-11-23,defaulted
1563,3024,87182,2025-03-20,approved
1564,9190,87894,2024-10-08,closed
1565,9134,69359,2025-04-04,closed
1566,7477,90004,2025-01-17,closed
1567,6227,81706,2024-07-31,defaulted
1568,1591,161111,2024-07-31,approved
1569,441,122147,2024-11-05,defaulted
1570,4484,34556,2023-10-30,defaulted
1571,6777,150505,2024-02-27,closed
1572,7197,116004,2024-11-30,approved
1573,1976,180731,2024-12-21,closed
1574,1570,59524,2023-07-18,approved
1575,2578,39034,2025-02-11,closed
1576,1781,44228,2025-03-21,defaulted
1577,7333,91910,2024-10-03,defaulted
1578,1231,85807,2025-04-03,approved
1579,4407,43740,2023-10-11,defaulted
1580,6217,151762,2025-03-01,defaulted
1581,5736,99682,2023-07-07,approved
1582,4368,74817,2025-03-15,closed
1583,541,86310,2023-07-26,approved
1584,2636,62718,2024-09-26,closed
1585,995,152885,2023-10-03,defaulted
1586,2955,146146,2024-09-06,closed
1587,7269,172605,2025-02-09,closed
1588,591,155756,2024-08-31,approved
1589,2854,110983,2024-05-10,approved
1590,4215,115592,2024-03-02,approved
1591,9949,190946,2024-08-18,closed
1592,7446,48301,2023-11-26,approved
1593,5409,29443,2023-11-24,approved
1594,893,179998,2024-12-01,closed
1595,3269,77894,2024-08-28,closed
1596,8528,176383,2023-09-13,defaulted
1597,5870,126889,2023-07-24,closed
1598,1219,41922,2024-05-06,approved
1599,3712,67916,2023-10-25,closed
1600,3883,93715,2025-01-01,approved
1601,1192,198392,2024-12-17,defaulted
1602,5300,69709,2024-03-29,closed
1603,4432,59749,2025-01-05,approved
1604,9693,164933,2023-10-31,approved
1605,732,147336,2024-01-12,approved
1606,9465,35781,2023-09-20,defaulted
1607,2364,37200,2025-05-05,approved
1608,2969,140364,2024-07-19,approved
1609,337,59814,2024-11-01,closed
1610,8692,112606,2023-06-30,defaulted
1611,4530,55524,2023-08-09,approved
1612,8233,139275,2024-01-20,closed
1613,9284,21310,2024-02-15,approved
1614,4596,179163,2023-07-28,approved
1615,2461,120537,2023-09-23,closed
1616,3641,61788,2025-05-04,defaulted
1617,8470,83972,2025-02-28,approved
1618,4953,120159,2024-06-18,closed
1619,6242,110160,2023-10-03,closed
1620,1865,81738,2023-11-08,closed
1621,62,28791,2024-11-25,defaulted
1622,2307,43745,2025-02-20,approved
1623,393,53108,2023-09-30,closed
1624,9828,192118,2024-07-31,approved
1625,8352,168509,2024-08-03,approved
1626,460,198123,2023-08-17,closed
1627,5656,27246,2024-07-10,closed
1628,6236,76797,2025-01-15,approved
1629,1562,149569,2025-01-24,closed
1630,5434,161811,2024-06-12,approved
1631,4359,156599,2023-08-11,closed
1632,2351,169354,2024-06-17,defaulted
1633,5323,22522,2024-01-17,closed
1634,7295,156935,2024-12-14,approved
1635,7457,100591,2024-07-14,approved
1636,8794,152508,2024-12-15,approved
1637,2155,31695,2023-12-20,approved
1638,672,96930,2023-10-16,closed
1639,4514,146545,2024-08-03,closed
1640,3838,158655,2024-12-31,approved
1641,8078,23408,2023-11-20,closed
1642,4904,32213,2025-05-04,defaulted
1643,5270,198027,2025-04-10,approved
1644,8040,80756,2023-12-13,approved
1645,2989,65931,2024-10-05,defaulted
1646,267,77435,2024-08-18,approved
1647,9767,105095,2023-12-20,approved
1648,9639,119462,2024-01-17,approved
1649,5138,148584,2024-03-25,approved
1650,2032,148774,2024-01-20,approved
1651,8012,113259,2024-05-17,approved
1652,2684,47359,2025-02-15,approved
1653,4516,174861,2023-10-06,closed
1654,6460,44441,2024-05-01,approved
1655,5647,97088,2023-08-03,approved
1656,3827,121445,2023-08-11,defaulted
1657,4028,119361,2024-05-10,approved
1658,3307,45078,2024-10-29,approved
1659,9379,169613,2025-05-03,defaulted
1660,3470,56655,2023-10-10,closed
1661,8378,136189,2024-08-23,approved
1662,3855,138472,2024-03-22,closed
1663,938,145705,2024-05-16,approved
1664,4615,157207,2025-01-24,closed
1665,5781,76217,2024-11-28,closed
1666,3598,71735,2024-11-22,approved
1667,2715,56465,2024-07-07,approved
1668,1749,106653,2024-07-07,defaulted
1669,1925,49914,2024-08-20,approved
1670,1057,150724,2023-08-18,closed
1671,8153,33185,2025-03-29,defaulted
1672,9087,143382,2024-01-28,closed
1673,1345,66734,2025-01-22,closed
1674,1584,177200,2024-01-23,defaulted
1675,7758,163330,2025-02-06,closed
1676,229,92908,2024-02-18,approved
1677,8174,164356,2024-03-27,approved
1678,8058,85674,2024-08-26,defaulted
1679,5216,150320,2024-11-29,closed
1680,3531,49991,2023-08-26,defaulted
1681,1078,114621,2024-04-30,approved
1682,4659,146098,2024-08-22,approved
1683,1708,89077,2024-03-03,approved
1684,6337,88741,2024-08-28,approved
1685,9309,66787,2024-05-09,closed
1686,5246,127740,2025-04-14,closed
1687,6191,73528,2025-02-16,closed
1688,1379,173157,2024-01-12,approved
1689,8851,69602,2024-06-10,closed
1690,9312,187887,2024-09-01,closed
1691,1596,43712,2025-01-27,closed
1692,2492,60626,2025-03-25,approved
1693,7915,118748,2024-03-27,approved
1694,3853,141898,2023-07-11,closed
1695,6904,145151,2024-08-01,closed
1696,5180,132285,2025-04-30,approved
1697,6185,59002,2024-05-02,approved
1698,4559,40353,2024-08-16,closed
1699,7206,149130,2024-11-25,approved
1700,8766,128230,2023-10-11,closed
1701,9025,168231,2025-02-03,closed
1702,6792,60727,2023-07-10,approved
1703,5004,51209,2024-11-29,closed
1704,7332,130793,2025-05-19,closed
1705,7287,74291,2024-05-31,closed
1706,1093,23523,2024-04-14,closed
1707,2117,75616,2024-01-10,closed
1708,2501,60565,2024-12-14,approved
1709,5038,52688,2024-01-27,closed
1710,9797,110820,2024-06-17,approved
1711,7574,139227,2023-11-01,approved
1712,9714,187513,2024-11-04,approved
1713,4043,135702,2024-08-16,closed
1714,1961,93060,2023-08-17,closed
1715,8772,57544,2023-12-01,approved
1716,9520,129674,2024-05-17,defaulted
1717,7285,121160,2023-08-03,closed
1718,9791,80072,2025-02-19,defaulted
1719,7169,169323,2023-07-26,defaulted
1720,9924,143298,2024-12-29,defaulted
1721,7305,149623,2024-02-13,closed
1722,2799,149473,2023-08-15,defaulted
1723,7001,114022,2024-10-08,approved
1724,7616,143242,2024-10-13,approved
1725,4971,68193,2023-12-20,closed
1726,2444,116098,2025-02-16,closed
1727,2567,66248,2025-04-02,closed
1728,3312,133306,2023-09-23,closed
1729,953,56148,2024-05-03,defaulted
1730,7942,88242,2023-07-20,approved
1731,9189,51504,2024-04-19,approved
1732,7334,198839,2023-12-30,approved
1733,6369,119558,2024-09-19,approved
1734,4674,97670,2024-08-01,approved
1735,5286,86481,2025-05-12,closed
1736,4458,58857,2024-09-26,defaulted
1737,8499,87421,2024-12-19,closed
1738,5505,26171,2024-03-25,approved
1739,5193,98489,2025-01-05,closed
1740,2690,151982,2024-07-14,closed
1741,9519,68120,2023-11-28,closed
1742,1576,101011,2025-05-12,closed
1743,4260,119355,2024-01-30,approved
1744,318,74682,2024-08-12,approved
1745,8087,49971,2023-08-20,closed
1746,47,99502,2024-05-11,defaulted
1747,9698,113663,2024-02-20,closed
1748,5675,54061,2024-05-13,defaulted
1749,2080,183459,2023-08-03,approved
1750,6947,73447,2023-08-28,defaulted
1751,9291,198345,2024-10-03,closed
1752,3497,199249,2023-08-05,closed
1753,1950,99262,2024-09-20,closed
1754,552,188843,2025-01-20,approved
1755,7057,93206,2024-05-09,closed
1756,6668,120897,2024-06-15,approved
1757,1228,72907,2023-07-04,closed
1758,2204,172836,2025-05-07,approved
1759,6807,149809,2023-09-23,approved
1760,6136,44758,2024-02-02,closed
1761,9374,110359,2024-11-28,closed
1762,1618,133766,2024-07-17,closed
1763,1975,170488,2024-07-09,closed
1764,5747,168215,2023-09-26,closed
1765,4542,42691,2023-08-23,closed
1766,9673,145483,2024-06-18,approved
1767,8785,122990,2024-09-11,approved
1768,9285,107644,2023-07-09,closed
1769,417,114432,2025-04-05,approved
1770,4727,35755,2024-09-29,closed
1771,3146,130203,2025-05-11,approved
1772,8674,142743,2023-11-05,approved
1773,2102,114848,2024-05-26,closed
1774,282,115477,2024-03-13,approved
1775,4163,149751,2024-04-08,closed
1776,4544,174738,2024-04-27,approved
1777,9936,23357,2023-11-03,closed
1778,9345,153139,2025-03-15,closed
1779,2300,143358,2023-12-06,defaulted
1780,4974,185133,2024-02-02,closed
1781,5176,185283,2024-01-26,approved
1782,9669,132172,2024-03-06,defaulted
1783,760,94279,2023-10-10,approved
1784,8522,103637,2024-08-07,approved
1785,9717,82309,2024-12-15,approved
1786,7600,170952,2024-09-10,approved
1787,4560,72109,2024-07-13,defaulted
1788,5687,182147,2023-06-25,approved
1789,8920,53163,2025-03-02,defaulted
1790,7914,100259,2024-03-13,defaulted
1791,111,46512,2023-12-09,approved
1792,1735,51636,2024-12-19,closed
1793,8721,95511,2023-07-16,approved
1794,1090,108731,2023-07-13,closed
1795,6163,45496,2024-07-27,closed
1796,6500,121270,2024-04-17,closed
1797,1375,26824,2024-03-08,closed
1798,2129,28356,2023-06-24,closed
1799,9658,49293,2023-11-25,closed
1800,5263,78208,2025-02-13,closed
1801,5260,199152,2025-01-01,defaulted
1802,8505,41885,2024-05-02,approved
1803,9319,36784,2023-12-28,defaulted
1804,4734,90128,2023-08-29,closed
1805,1206,64023,2024-05-13,closed
1806,3626,85770,2024-02-22,closed
1807,6978,112216,2024-02-08,approved
1808,3472,27628,2024-02-08,defaulted
1809,1125,176579,2024-01-26,defaulted
1810,2352,34357,2023-10-22,defaulted
1811,9112,129822,2025-03-17,approved
1812,8394,155901,2025-02-25,defaulted
1813,6377,191994,2023-06-27,defaulted
1814,7957,100238,2024-04-04,closed
1815,4783,32385,2023-12-24,approved
1816,1819,77432,2024-09-08,closed
1817,6543,89888,2024-02-04,defaulted
1818,5343,85614,2024-03-04,closed
1819,2536,186099,2023-08-01,closed
1820,4218,135320,2023-11-21,defaulted
1821,5679,154529,2024-08-28,closed
1822,6097,133295,2024-05-12,defaulted
1823,3581,118318,2024-04-10,closed
1824,3962,133993,2023-11-23,approved
1825,6173,52390,2025-02-19,defaulted
1826,9617,140893,2023-11-07,approved
1827,9276,22483,2023-12-12,defaulted
1828,1828,160154,2024-08-18,closed
1829,3170,74197,2023-12-06,approved
1830,7133,137405,2025-02-25,approved
1831,7657,96559,2024-09-04,approved
1832,8001,75781,2024-03-21,closed
1833,5447,136068,2023-11-12,defaulted
1834,5480,70152,2024-10-01,approved
1835,3820,107902,2024-11-22,approved
1836,4481,54089,2024-06-27,closed
1837,1445,105177,2025-02-07,defaulted
1838,9993,144497,2024-03-06,approved
1839,3958,105386,2023-09-16,approved
1840,1443,137087,2025-05-22,approved
1841,860,73881,2023-12-23,closed
1842,8417,94847,2024-11-12,approved
1843,9892,171547,2024-03-14,closed
1844,5928,154648,2024-06-11,approved
1845,6657,130434,2024-01-16,closed
1846,2930,171749,2024-11-07,closed
1847,7977,186062,2023-11-26,approved
1848,6174,102695,2025-05-18,closed
1849,361,165553,2024-04-08,approved
1850,6520,111947,2024-10-17,closed
1851,8931,133989,2023-07-17,defaulted
1852,7705,139017,2024-04-04,closed
1853,9104,85483,2025-01-20,defaulted
1854,1701,162887,2025-02-20,closed
1855,5311,122553,2024-03-08,approved
1856,2235,168673,2024-08-07,closed
1857,8381,70188,2023-10-09,closed
1858,7361,34050,2024-12-23,defaulted
1859,7590,133195,2023-08-10,defaulted
1860,5163,178117,2024-09-22,approved
1861,1480,119516,2024-11-19,closed
1862,3098,149664,2024-08-19,closed
1863,4695,86631,2025-05-10,closed
1864,4996,49805,2024-12-13,approved
1865,3561,40191,2023-11-16,defaulted
1866,2449,141250,2025-02-07,closed
1867,5259,31392,2025-05-15,closed
1868,3665,39782,2024-11-26,approved
1869,6870,140967,2023-10-27,closed
1870,2174,71953,2024-11-30,closed
1871,3227,61226,2025-03-03,approved
1872,6112,31441,2023-12-17,closed
1873,3181,172817,2024-06-25,approved
1874,4515,194548,2024-05-01,closed
1875,1931,37604,2023-07-08,defaulted
1876,7352,103815,2023-12-28,closed
1877,9713,153223,2023-09-20,closed
1878,509,84781,2023-11-16,closed
1879,9705,101667,2024-03-16,closed
1880,2215,37092,2024-10-29,closed
1881,6834,25508,2024-05-25,approved
1882,546,148031,2024-06-01,defaulted
1883,9798,142459,2025-01-21,closed
1884,9871,92800,2025-05-10,approved
1885,1099,49255,2023-07-18,closed
1886,8536,22488,2025-01-20,closed
1887,453,24927,2023-12-19,approved
1888,8896,26894,2023-12-03,defaulted
1889,3161,52423,2024-10-18,defaulted
1890,2356,199442,2024-10-21,closed
1891,3595,36292,2025-02-20,closed
1892,3565,160682,2025-03-29,approved
1893,2825,176485,2024-07-07,closed
1894,8616,182459,2025-03-31,closed
1895,9419,71141,2024-03-22,approved
1896,3925,176799,2024-05-14,closed
1897,763,190029,2024-06-10,closed
1898,2554,31980,2025-02-16,approved
1899,205,55959,2025-02-28,approved
1900,8755,77490,2024-07-16,defaulted
1901,7409,104297,2025-03-17,closed
1902,6186,148643,2024-05-21,approved
1903,8893,104640,2023-06-24,approved
1904,7886,189662,2023-09-11,approved
1905,1724,49368,2023-11-12,defaulted
1906,8842,37746,2023-11-18,closed
1907,138,132259,2025-01-23,closed
1908,7140,28037,2023-12-06,closed
1909,4525,110425,2025-01-30,approved
1910,9246,44708,2023-06-26,defaulted
1911,6866,129119,2023-08-17,approved
1912,770,184157,2024-10-02,approved
1913,7177,132190,2024-01-30,approved
1914,8229,176479,2024-06-03,closed
1915,7739,92383,2023-07-24,defaulted
1916,1771,118932,2025-01-14,closed
1917,247,135604,2023-09-24,closed
1918,1371,182274,2025-01-31,defaulted
1919,6395,97955,2023-06-28,closed
1920,7155,128209,2024-10-10,approved
1921,2078,67973,2023-09-18,approved
1922,6126,118122,2025-04-10,defaulted
1923,8804,60703,2024-03-05,closed
1924,7717,191987,2024-11-12,defaulted
1925,2577,79459,2023-11-23,approved
1926,2669,71438,2025-04-10,approved
1927,3143,102142,2024-07-08,defaulted
1928,366,80537,2024-07-23,defaulted
1929,9147,99740,2023-09-21,closed
1930,3714,54401,2023-09-21,closed
1931,7131,38982,2024-07-30,approved
1932,3451,160721,2024-09-07,approved
1933,9007,86565,2023-07-21,closed
1934,8021,153167,2025-04-27,approved
1935,2338,143713,2023-06-30,approved
1936,1891,103750,2025-04-30,approved
1937,6457,148299,2024-07-12,closed
1938,4874,82177,2024-08-12,defaulted
1939,3762,33669,2023-11-10,defaulted
1940,4283,177006,2023-07-12,defaulted
1941,847,111943,2024-06-25,closed
1942,6773,72694,2024-11-04,closed
1943,7360,161254,2023-08-14,defaulted
1944,6245,185445,2025-03-20,approved
1945,2885,141227,2024-03-28,approved
1946,2384,49901,2024-04-20,defaulted
1947,6587,114754,2024-09-23,closed
1948,2792,171255,2024-11-23,approved
1949,3076,192813,2024-11-30,approved
1950,4831,156121,2024-03-13,closed
1951,9984,43293,2023-12-18,defaulted
1952,2890,135305,2024-04-15,approved
1953,774,85305,2024-08-19,closed
1954,1049,94128,2024-08-06,approved
1955,8697,194954,2025-02-19,closed
1956,7103,34887,2024-10-26,closed
1957,9879,138822,2025-01-01,defaulted
1958,8659,67977,2024-02-18,approved
1959,7401,104342,2023-12-29,approved
1960,1290,107063,2023-09-08,closed
1961,853,151400,2024-10-05,defaulted
1962,3574,142464,2024-02-28,approved
1963,2044,93176,2025-01-19,approved
1964,5701,175467,2024-04-28,approved
1965,7531,119858,2024-02-16,closed
1966,5307,180597,2023-12-07,defaulted
1967,7283,66611,2024-11-20,defaulted
1968,6504,173543,2023-09-03,closed
1969,9420,26441,2023-07-27,approved
1970,49,149766,2023-11-07,closed
1971,8789,118492,2023-11-06,closed
1972,3689,45403,2024-11-15,defaulted
1973,7508,86104,2024-06-16,approved
1974,3209,32196,2023-07-11,approved
1975,2893,170174,2024-08-02,closed
1976,6869,174585,2025-04-26,approved
1977,5510,146260,2025-05-10,closed
1978,4871,143674,2025-02-14,closed
1979,6166,125278,2023-11-20,closed
1980,2187,166322,2024-04-06,approved
1981,8497,191580,2024-01-07,closed
1982,7848,164760,2024-06-26,defaulted
1983,3063,138768,2024-12-23,defaulted
1984,8750,87255,2024-07-15,approved
1985,4655,30863,2024-08-11,defaulted
1986,3769,171510,2024-03-30,defaulted
1987,9366,151811,2024-08-04,approved
1988,1651,51770,2025-04-18,approved
1989,9686,40696,2025-04-01,approved
1990,920,44463,2024-12-04,approved
1991,7993,101687,2023-10-29,approved
1992,4411,173959,2024-05-12,closed
1993,8333,34292,2025-01-03,closed
1994,9067,123710,2024-08-23,approved
1995,9043,43465,2024-06-13,approved
1996,7925,144009,2025-02-09,closed
1997,8409,149840,2024-02-15,closed
1998,3873,136034,2024-06-10,closed
1999,2006,169623,2023-11-27,closed
2000,4230,127820,2023-08-29,approved
2001,200,174398,2025-05-19,approved
2002,2208,51277,2023-09-08,approved
2003,9890,192523,2023-11-28,defaulted
2004,150,80909,2024-09-23,approved
2005,9310,105371,2023-07-30,closed
2006,1506,103756,2025-03-15,closed
2007,1769,136910,2024-02-26,closed
2008,4072,106924,2023-11-07,closed
2009,1405,181565,2024-11-26,approved
2010,5089,141353,2024-02-19,closed
2011,1224,101166,2023-09-14,approved
2012,9429,171593,2023-12-13,closed
2013,9164,130264,2024-09-09,closed
2014,3466,133285,2025-02-20,approved
2015,4594,54274,2025-04-25,closed
2016,5817,81492,2025-01-22,closed
2017,9872,162322,2024-09-06,approved
2018,3082,147049,2024-08-12,defaulted
2019,8275,108325,2024-05-01,defaulted
2020,7045,46723,2024-07-27,closed
2021,1667,186178,2024-06-12,defaulted
2022,2949,183159,2025-01-24,approved
2023,489,176866,2025-05-08,approved
2024,7226,90412,2023-11-30,approved
2025,4656,55406,2024-10-28,closed
2026,9903,44232,2023-10-04,closed
2027,9184,190400,2024-09-16,approved
2028,6778,108876,2024-06-27,approved
2029,649,133353,2025-04-10,defaulted
2030,7497,102537,2024-05-02,closed
2031,2962,172262,2025-04-30,approved
2032,297,37023,2024-06-15,approved
2033,744,185675,2024-10-31,defaulted
2034,8970,189125,2024-11-26,approved
2035,126,196890,2023-12-17,approved
2036,5306,166939,2024-08-03,approved
2037,2563,178313,2023-12-26,approved
2038,7242,60627,2023-11-16,approved
2039,6671,90733,2023-07-12,approved
2040,6359,165338,2023-09-25,defaulted
2041,5010,130843,2024-10-17,closed
2042,159,136558,2023-06-24,approved
2043,1875,25448,2024-05-18,approved
2044,6082,185873,2025-03-20,approved
2045,5614,190691,2025-04-25,closed
2046,1858,56699,2025-01-17,defaulted
2047,4160,177493,2024-02-29,defaulted
2048,7936,79101,2024-09-15,closed
2049,6052,199913,2023-09-17,approved
2050,2257,85834,2024-11-02,defaulted
2051,7011,86567,2024-03-14,defaulted
2052,3541,27164,2024-12-24,defaulted
2053,1456,174208,2024-04-22,closed
2054,6448,32572,2023-11-21,defaulted
2055,5090,37526,2023-09-28,approved
2056,4507,183032,2025-04-21,defaulted
2057,934,179554,2024-12-24,closed
2058,5773,172685,2025-04-19,closed
2059,39,122642,2024-10-18,closed
2060,9620,90584,2023-12-22,defaulted
2061,7181,53540,2025-04-09,closed
2062,2769,143252,2023-10-29,closed
2063,5847,170033,2024-09-09,closed
2064,7662,141783,2024-10-07,defaulted
2065,4289,112395,2025-04-25,closed
2066,1448,144012,2025-03-20,approved
2067,7701,174627,2024-04-19,approved
2068,8646,138194,2024-02-17,closed
2069,8072,167202,2024-11-10,closed
2070,5570,120072,2024-01-28,closed
2071,691,89252,2023-09-09,closed
2072,3755,56751,2025-02-08,approved
2073,3957,145571,2025-02-13,closed
2074,611,183574,2024-05-02,closed
2075,3882,76360,2023-08-16,approved
2076,4937,165786,2024-04-22,approved
2077,6679,96907,2024-02-08,approved
2078,8717,160054,2024-07-20,defaulted
2079,8065,71089,2024-10-26,closed
2080,8198,27851,2023-10-16,closed
2081,9916,113456,2024-06-03,defaulted
2082,2297,39715,2023-09-29,defaulted
2083,5555,168968,2024-11-02,defaulted
2084,2226,75580,2024-09-08,approved
2085,6416,26821,2024-05-03,closed
2086,1081,151071,2023-12-23,closed
2087,4330,189072,2023-09-02,approved
2088,5684,189543,2023-08-28,approved
2089,8266,132569,2025-01-11,closed
2090,3078,157521,2024-03-04,closed
2091,4828,120641,2024-11-13,closed
2092,5132,22424,2023-07-11,approved
2093,8136,172967,2024-09-16,closed
2094,6790,29226,2024-11-04,closed
2095,3916,50756,2023-08-16,approved
2096,5314,132048,2024-01-17,approved
2097,7775,170894,2023-07-06,closed
2098,5644,56745,2024-10-28,approved
2099,4666,129121,2024-11-01,approved
2100,6814,88041,2025-01-07,approved
2101,5709,97693,2024-03-08,closed
2102,6312,118119,2024-10-16,closed
2103,3638,193818,2023-12-18,closed
2104,2502,90394,2024-07-22,closed
2105,2069,57176,2024-11-07,closed
2106,4606,164702,2024-01-17,approved
2107,9487,193077,2024-03-09,closed
2108,1699,146555,2025-04-28,closed
2109,1442,139202,2024-07-06,defaulted
2110,2944,50604,2024-04-26,defaulted
