payment_id,loan_id,due_date,paid_date,amount_paid
4202,1681,2024-08-05,2024-08-15,4128
4203,1681,2025-01-17,2025-01-22,9766
4204,1681,2025-03-06,2025-03-06,6553
4205,1681,2024-06-09,2024-06-19,5132
4206,1682,2024-09-12,2024-09-17,7511
4207,1682,2024-11-28,2024-12-08,9031
4208,1683,2024-07-23,2024-07-23,2581
4209,1683,2024-08-25,2024-08-25,2419
4210,1683,2024-05-11,2024-05-16,6482
4211,1683,2025-06-20,2025-06-20,6493
4212,1684,2025-06-01,2025-06-11,5142
4213,1684,2024-12-22,2024-12-27,2489
4214,1684,2025-06-19,2025-06-19,8245
4215,1684,2025-05-03,2025-05-03,8831
4216,1685,2025-06-16,2025-06-16,7940
4217,1686,2025-05-23,2025-05-23,2816
4218,1686,2025-04-27,2025-05-02,3098
4219,1686,2025-06-12,2025-06-12,7221
4220,1686,2025-06-17,2025-06-27,9856
4221,1687,2025-02-22,2025-02-22,2719
4222,1687,2025-04-24,2025-05-04,9699
4223,1687,2025-03-29,2025-03-29,4181
4224,1687,2025-06-20,2025-06-30,4640
4225,1688,2025-05-16,2025-05-16,4615
4226,1688,2024-11-18,2024-11-23,9131
4227,1688,2024-09-25,2024-10-05,2650
4228,1688,2024-06-07,2024-06-17,3018
4229,1689,2025-04-30,2025-04-30,4314
4230,1689,2024-06-13,2024-06-23,2504
4231,1690,2024-11-29,2024-12-09,7696
4232,1690,2025-03-27,2025-04-01,7730
4233,1690,2025-01-16,2025-01-16,6216
4234,1691,2025-05-15,2025-05-20,3873
4235,1691,2025-04-17,2025-04-22,4957
4236,1691,2025-04-06,2025-04-06,3000
4237,1691,2025-06-02,2025-06-12,4936
4238,1692,2025-04-12,2025-04-12,9324
4239,1692,2025-04-04,2025-04-04,4516
4240,1693,2025-03-03,2025-03-03,9266
4241,1694,2025-03-25,2025-03-25,8780
4242,1694,2024-06-23,2024-06-28,2273
4243,1695,2024-11-30,2024-11-30,9181
4244,1695,2025-01-17,2025-01-27,9501
4245,1696,2025-05-17,2025-05-17,2275
4246,1696,2025-05-08,2025-05-18,9580
4247,1696,2025-06-02,2025-06-02,7478
4248,1697,2025-04-30,2025-04-30,8644
4249,1697,2024-10-05,2024-10-05,8942
4250,1697,2025-04-24,2025-04-24,8761
4251,1698,2024-11-30,2024-12-05,4748
4252,1699,2025-01-05,2025-01-05,9688
4253,1700,2024-04-06,2024-04-16,4799
4254,1700,2025-03-10,2025-03-10,4797
4255,1700,2024-08-30,2024-09-04,9177
4256,1700,2024-11-05,2024-11-05,9718
4257,1701,2025-02-26,2025-03-03,9009
4258,1702,2024-03-25,2024-03-25,2146
4259,1702,2023-10-27,2023-11-06,5600
4260,1702,2025-01-14,2025-01-14,4521
4261,1702,2025-05-02,2025-05-07,4868
4262,1703,2024-12-15,2024-12-15,9696
4263,1703,2025-06-18,2025-06-18,9385
4264,1703,2024-12-30,2025-01-09,6692
4265,1704,2025-05-28,2025-06-07,4104
4266,1705,2024-08-15,2024-08-20,8479
4267,1705,2024-09-22,2024-10-02,3072
4268,1705,2024-11-16,2024-11-21,2786
4269,1705,2024-11-15,2024-11-20,7981
4270,1706,2024-06-27,2024-06-27,4595
4271,1706,2025-01-30,2025-01-30,3645
4272,1706,2025-02-08,2025-02-18,4437
4273,1707,2024-03-02,2024-03-02,6848
4274,1707,2024-03-14,2024-03-14,8507
4275,1708,2025-03-04,2025-03-09,9998
4276,1708,2025-04-19,2025-04-24,5160
4277,1708,2025-02-12,2025-02-12,4947
4278,1708,2025-03-05,2025-03-05,3614
4279,1709,2024-02-21,2024-03-02,2304
4280,1709,2025-04-24,2025-05-04,4008
4281,1709,2025-05-12,2025-05-12,9925
4282,1710,2024-12-06,2024-12-16,2871
4283,1710,2024-07-12,2024-07-12,6430
4284,1711,2025-06-12,2025-06-12,4760
4285,1711,2025-05-18,2025-05-23,3383
4286,1712,2025-02-23,2025-02-23,5323
4287,1712,2025-02-23,2025-02-23,6289
4288,1712,2024-11-24,2024-12-04,6410
4289,1712,2025-06-04,2025-06-04,3704
4290,1713,2025-04-27,2025-04-27,3462
4291,1713,2025-04-20,2025-04-30,6427
4292,1714,2024-07-05,2024-07-05,9639
4293,1714,2024-02-24,2024-03-05,9950
4294,1715,2023-12-15,2023-12-15,3781
4295,1716,2025-03-25,2025-03-25,8488
4296,1717,2024-03-21,2024-03-31,8731
4297,1718,2025-03-09,2025-03-19,9524
4298,1718,2025-05-05,2025-05-10,9071
4299,1718,2025-04-28,2025-04-28,2725
4300,1719,2023-12-01,2023-12-11,4133
4301,1719,2025-01-18,2025-01-18,7779
4302,1719,2025-06-20,2025-06-20,7384
4303,1720,2025-03-07,2025-03-07,8280
4304,1721,2024-05-26,2024-05-31,6145
4305,1721,2025-04-27,2025-05-02,2689
4306,1722,2023-09-11,2023-09-21,2048
4307,1722,2023-12-26,2023-12-31,5896
4308,1722,2025-04-30,2025-05-10,6097
4309,1722,2024-02-28,2024-02-28,4594
4310,1723,2024-11-13,2024-11-18,3707
4311,1723,2025-01-03,2025-01-03,3810
4312,1724,2025-05-17,2025-05-17,9297
4313,1724,2024-12-31,2025-01-10,8157
4314,1725,2024-02-20,2024-02-25,8060
4315,1725,2025-06-08,2025-06-08,4005
4316,1726,2025-03-09,2025-03-14,8908
4317,1726,2025-04-16,2025-04-16,5668
4318,1726,2025-05-13,2025-05-13,8864
4319,1727,2025-04-22,2025-04-22,4457
4320,1727,2025-04-04,2025-04-04,7905
4321,1727,2025-04-04,2025-04-09,6553
4322,1727,2025-06-16,2025-06-21,3356
4323,1728,2024-10-13,2024-10-13,8495
4324,1729,2025-02-15,2025-02-25,2800
4325,1729,2024-05-12,2024-05-22,4589
4326,1729,2024-11-05,2024-11-05,9234
4327,1729,2024-08-19,2024-08-24,8494
4328,1730,2023-12-06,2023-12-11,9896
4329,1731,2025-02-23,2025-02-23,3664
4330,1731,2024-05-22,2024-05-22,6379
4331,1731,2024-12-21,2024-12-31,7294
4332,1731,2024-09-27,2024-09-27,5522
4333,1732,2025-06-02,2025-06-02,8942
4334,1732,2024-07-10,2024-07-15,4126
4335,1732,2025-03-30,2025-03-30,6825
4336,1733,2024-09-21,2024-09-26,9455
4337,1733,2025-04-12,2025-04-17,4233
4338,1733,2025-04-03,2025-04-08,8305
4339,1734,2025-04-05,2025-04-10,8004
4340,1735,2025-06-02,2025-06-12,3589
4341,1735,2025-06-09,2025-06-09,8048
4342,1735,2025-05-29,2025-06-08,3250
4343,1735,2025-06-03,2025-06-03,8933
4344,1736,2025-05-16,2025-05-21,8526
4345,1736,2025-01-19,2025-01-29,9256
4346,1737,2025-06-11,2025-06-21,8951
4347,1737,2025-06-21,2025-07-01,4571
4348,1737,2025-04-26,2025-04-26,7139
4349,1737,2025-03-07,2025-03-12,8064
4350,1738,2024-05-23,2024-05-23,4804
4351,1739,2025-01-28,2025-02-07,9501
4352,1739,2025-01-18,2025-01-18,3948
4353,1739,2025-05-30,2025-06-04,9677
4354,1740,2024-12-16,2024-12-26,3925
4355,1741,2024-02-20,2024-02-25,8341
4356,1741,2024-08-26,2024-08-26,4424
4357,1741,2025-04-29,2025-05-04,6729
4358,1741,2025-06-09,2025-06-09,9567
4359,1742,2025-05-18,2025-05-23,8736
4360,1742,2025-06-14,2025-06-14,7166
4361,1743,2024-10-25,2024-10-25,3543
4362,1743,2024-03-10,2024-03-15,9416
4363,1743,2025-02-22,2025-02-27,9596
4364,1743,2024-02-03,2024-02-08,3645
4365,1744,2024-09-10,2024-09-20,6249
4366,1744,2024-11-10,2024-11-10,5058
4367,1745,2023-10-25,2023-11-04,5629
4368,1745,2024-10-07,2024-10-12,4589
4369,1745,2024-05-15,2024-05-25,6898
4370,1746,2024-07-18,2024-07-18,8495
4371,1747,2024-03-12,2024-03-17,6122
4372,1747,2025-04-29,2025-05-09,8510
4373,1748,2024-08-04,2024-08-04,5473
4374,1748,2024-07-16,2024-07-26,7980
4375,1748,2024-08-09,2024-08-09,9784
4376,1748,2024-06-02,2024-06-02,5423
4377,1749,2024-07-12,2024-07-17,8013
4378,1749,2024-04-20,2024-04-30,2369
4379,1750,2025-05-26,2025-05-31,6595
4380,1750,2023-12-13,2023-12-18,5150
4381,1750,2024-11-01,2024-11-01,6049
4382,1751,2025-06-09,2025-06-14,5419
4383,1752,2024-10-17,2024-10-22,4230
4384,1752,2024-06-26,2024-06-26,2852
4385,1753,2025-02-01,2025-02-01,2017
4386,1753,2025-01-11,2025-01-21,7289
4387,1754,2025-05-11,2025-05-16,9685
4388,1754,2025-06-14,2025-06-19,2886
4389,1754,2025-06-12,2025-06-22,4246
4390,1754,2025-06-08,2025-06-08,6560
4391,1755,2025-02-27,2025-02-27,9302
4392,1756,2024-07-16,2024-07-26,2540
4393,1756,2024-09-18,2024-09-18,9321
4394,1756,2025-02-28,2025-02-28,8369
4395,1756,2025-03-20,2025-03-30,7487
4396,1757,2024-10-13,2024-10-23,5627
4397,1757,2025-04-26,2025-04-26,5246
4398,1757,2024-03-18,2024-03-18,6477
4399,1757,2024-02-28,2024-03-09,9542
4400,1758,2025-06-15,2025-06-20,7639
4401,1758,2025-06-15,2025-06-25,7239
4402,1758,2025-05-31,2025-05-31,7526
4403,1759,2024-06-21,2024-06-21,4083
4404,1759,2025-06-12,2025-06-12,4155
4405,1759,2024-09-15,2024-09-25,4741
4406,1759,2023-11-01,2023-11-06,2309
4407,1760,2024-02-02,2024-02-07,4847
4408,1760,2025-05-20,2025-05-20,4207
4409,1761,2025-02-07,2025-02-17,6090
4410,1762,2024-11-22,2024-11-22,4186
4411,1763,2025-01-03,2025-01-13,9011
4412,1763,2024-07-23,2024-07-23,8646
4413,1763,2025-04-09,2025-04-09,3005
4414,1763,2025-05-05,2025-05-05,7156
4415,1764,2024-09-22,2024-10-02,6243
4416,1765,2023-09-13,2023-09-13,4307
4417,1765,2024-08-31,2024-08-31,6683
4418,1765,2024-05-30,2024-06-09,3197
4419,1766,2025-06-09,2025-06-09,6851
4420,1766,2024-12-25,2024-12-25,6261
4421,1767,2025-03-11,2025-03-11,5508
4422,1767,2025-03-25,2025-03-30,5167
4423,1767,2025-06-17,2025-06-17,7677
4424,1767,2025-02-25,2025-02-25,9442
4425,1768,2025-03-15,2025-03-15,7516
4426,1768,2023-11-24,2023-11-29,3946
4427,1768,2024-09-08,2024-09-13,3872
4428,1769,2025-05-03,2025-05-03,6433
4429,1769,2025-04-15,2025-04-20,7951
4430,1769,2025-05-09,2025-05-09,8237
4431,1769,2025-06-14,2025-06-14,7300
4432,1770,2024-12-08,2024-12-13,3820
4433,1770,2024-11-05,2024-11-15,7318
4434,1770,2025-04-19,2025-04-19,9678
4435,1771,2025-05-24,2025-06-03,2133
4436,1772,2024-10-08,2024-10-18,6116
4437,1773,2024-11-09,2024-11-09,9377
4438,1773,2024-07-17,2024-07-27,9337
4439,1773,2025-02-12,2025-02-22,4867
4440,1774,2024-07-15,2024-07-25,3151
4441,1775,2024-11-01,2024-11-01,9768
4442,1776,2024-07-07,2024-07-07,4465
4443,1777,2024-10-01,2024-10-11,5982
4444,1777,2024-02-14,2024-02-14,8119
4445,1777,2024-12-02,2024-12-12,9124
4446,1778,2025-05-30,2025-05-30,7555
4447,1778,2025-05-06,2025-05-06,2248
4448,1779,2025-03-06,2025-03-11,4802
4449,1779,2023-12-13,2023-12-13,8246
4450,1779,2024-11-13,2024-11-23,6505
4451,1779,2025-04-10,2025-04-10,2681
4452,1780,2024-11-14,2024-11-14,4778
4453,1780,2024-06-05,2024-06-05,3588
4454,1780,2025-04-06,2025-04-06,2414
4455,1780,2024-07-05,2024-07-15,9431
4456,1781,2025-01-17,2025-01-22,2940
4457,1782,2024-03-20,2024-03-20,5045
4458,1782,2024-11-05,2024-11-05,5084
4459,1783,2025-04-04,2025-04-04,3898
4460,1783,2025-03-01,2025-03-11,9346
4461,1783,2025-03-21,2025-03-21,8305
4462,1784,2025-02-19,2025-02-19,6485
4463,1785,2025-02-10,2025-02-15,4149
4464,1785,2025-06-02,2025-06-02,7333
4465,1785,2025-01-15,2025-01-15,9635
4466,1786,2025-05-31,2025-06-05,9252
4467,1786,2024-09-15,2024-09-15,9296
4468,1786,2025-02-25,2025-02-25,8783
4469,1786,2025-05-13,2025-05-13,5447
4470,1787,2024-12-17,2024-12-27,5798
4471,1787,2024-11-05,2024-11-10,3439
4472,1788,2024-05-04,2024-05-04,3891
4473,1789,2025-06-21,2025-06-21,3353
4474,1789,2025-03-04,2025-03-04,6871
4475,1790,2024-03-15,2024-03-15,7232
4476,1790,2024-08-29,2024-09-03,5080
4477,1791,2025-03-27,2025-04-06,3353
4478,1791,2024-11-30,2024-12-05,9099
4479,1792,2025-01-19,2025-01-29,7568
4480,1792,2025-03-10,2025-03-15,7032
4481,1792,2025-02-01,2025-02-01,6141
4482,1793,2025-04-06,2025-04-06,8005
4483,1793,2025-01-17,2025-01-17,9981
4484,1794,2024-04-02,2024-04-07,7508
4485,1794,2025-06-11,2025-06-16,9405
4486,1794,2024-08-09,2024-08-19,6057
4487,1795,2024-11-15,2024-11-20,7115
4488,1795,2025-06-14,2025-06-14,8186
4489,1796,2025-01-17,2025-01-22,4742
4490,1796,2024-07-18,2024-07-23,8497
4491,1796,2025-04-18,2025-04-18,5542
4492,1796,2025-05-16,2025-05-26,6253
4493,1797,2024-11-12,2024-11-22,3203
4494,1798,2024-06-22,2024-06-27,5058
4495,1798,2024-08-31,2024-08-31,2487
4496,1799,2024-07-19,2024-07-29,9730
4497,1799,2024-12-09,2024-12-19,5995
4498,1799,2024-02-18,2024-02-28,7990
4499,1799,2024-02-28,2024-03-09,5317
4500,1800,2025-04-10,2025-04-10,4119
4501,1800,2025-03-24,2025-04-03,8022
4502,1801,2025-05-20,2025-05-30,2302
4503,1801,2025-04-08,2025-04-08,7286
4504,1801,2025-03-03,2025-03-08,8035
4505,1802,2025-03-16,2025-03-16,2007
4506,1803,2024-08-09,2024-08-09,4568
4507,1803,2024-03-21,2024-03-31,6977
4508,1803,2024-06-12,2024-06-22,2626
4509,1804,2024-04-17,2024-04-17,8916
4510,1804,2025-04-02,2025-04-07,2119
4511,1804,2023-12-26,2024-01-05,2435
4512,1805,2025-02-07,2025-02-12,3974
4513,1806,2024-04-07,2024-04-07,3474
4514,1806,2024-10-27,2024-10-27,9626
4515,1806,2024-06-03,2024-06-03,3633
4516,1806,2025-03-20,2025-03-20,9764
4517,1807,2024-11-29,2024-12-04,7038
4518,1807,2025-01-08,2025-01-08,9051
4519,1807,2024-02-26,2024-03-07,6419
4520,1808,2024-09-10,2024-09-20,2008
4521,1809,2025-06-15,2025-06-15,3258
4522,1809,2025-03-10,2025-03-10,3623
4523,1810,2024-04-07,2024-04-07,3401
4524,1810,2024-12-10,2024-12-15,2294
4525,1810,2025-03-03,2025-03-03,5903
4526,1810,2025-01-05,2025-01-05,5917
4527,1811,2025-05-28,2025-05-28,8120
4528,1811,2025-05-10,2025-05-10,2495
4529,1811,2025-05-31,2025-05-31,8336
4530,1812,2025-06-09,2025-06-09,9341
4531,1812,2025-06-08,2025-06-08,7311
4532,1812,2025-05-21,2025-05-21,5113
4533,1812,2025-03-16,2025-03-16,6588
4534,1813,2024-03-05,2024-03-10,8666
4535,1814,2024-06-08,2024-06-08,8960
4536,1814,2025-03-11,2025-03-11,7660
4537,1814,2024-07-10,2024-07-10,5671
4538,1814,2024-10-24,2024-10-24,9691
4539,1815,2024-05-13,2024-05-23,3114
4540,1815,2024-02-22,2024-03-03,2266
4541,1815,2025-04-04,2025-04-04,9065
4542,1816,2024-11-22,2024-11-22,5958
4543,1816,2025-02-27,2025-02-27,3893
4544,1816,2024-10-30,2024-10-30,8581
4545,1817,2025-05-17,2025-05-27,6036
4546,1817,2024-11-07,2024-11-07,7293
4547,1817,2025-03-29,2025-03-29,7847
4548,1817,2025-06-18,2025-06-18,9615
4549,1818,2025-06-10,2025-06-10,6820
4550,1819,2024-06-24,2024-06-24,2239
4551,1820,2024-09-29,2024-10-09,8753
4552,1821,2025-04-03,2025-04-03,3350
4553,1821,2025-04-01,2025-04-11,7800
4554,1821,2025-04-26,2025-05-01,7304
4555,1822,2025-05-26,2025-05-26,8038
4556,1822,2025-04-12,2025-04-12,2595
4557,1822,2024-10-23,2024-10-28,3657
4558,1822,2024-05-29,2024-05-29,5972
4559,1823,2025-06-02,2025-06-07,2634
4560,1824,2024-02-22,2024-02-27,2164
4561,1824,2025-04-29,2025-05-09,3723
4562,1824,2025-01-25,2025-01-30,4242
4563,1825,2025-03-07,2025-03-17,2711
4564,1825,2025-03-20,2025-03-30,2547
4565,1825,2025-05-12,2025-05-17,8547
4566,1825,2025-05-15,2025-05-20,6800
4567,1826,2024-08-10,2024-08-10,9167
4568,1826,2024-07-20,2024-07-20,6205
4569,1827,2025-04-02,2025-04-12,3718
4570,1827,2024-03-14,2024-03-14,3252
4571,1828,2025-06-12,2025-06-17,5925
4572,1828,2024-10-03,2024-10-03,5430
4573,1828,2025-06-04,2025-06-04,3730
4574,1829,2025-05-19,2025-05-29,8688
4575,1830,2025-05-30,2025-06-09,2033
4576,1831,2025-01-15,2025-01-25,6878
4577,1832,2025-02-11,2025-02-16,8373
4578,1832,2024-05-29,2024-05-29,8824
4579,1833,2025-04-16,2025-04-21,7917
4580,1833,2024-04-27,2024-04-27,8438
4581,1833,2025-02-15,2025-02-20,3367
4582,1834,2024-11-16,2024-11-26,7254
4583,1834,2025-04-25,2025-04-25,4263
4584,1834,2025-06-09,2025-06-19,3011
4585,1835,2025-02-22,2025-02-22,5220
4586,1835,2025-01-17,2025-01-17,6234
4587,1836,2025-02-06,2025-02-16,7077
4588,1836,2025-05-26,2025-05-26,8098
4589,1837,2025-03-15,2025-03-15,2143
4590,1837,2025-05-08,2025-05-08,2606
4591,1837,2025-02-15,2025-02-25,4910
4592,1838,2025-04-27,2025-04-27,6546
4593,1838,2025-04-23,2025-04-23,3200
4594,1839,2023-11-24,2023-11-29,2593
4595,1839,2025-03-12,2025-03-17,2941
4596,1839,2024-02-09,2024-02-09,4538
4597,1839,2024-02-20,2024-03-01,6681
4598,1840,2025-06-04,2025-06-04,7205
4599,1840,2025-05-22,2025-05-22,8735
4600,1840,2025-06-05,2025-06-05,6168
4601,1841,2024-06-05,2024-06-05,9887
4602,1841,2025-02-24,2025-03-06,8926
4603,1842,2025-03-04,2025-03-04,7752
4604,1842,2024-12-23,2024-12-23,9959
4605,1842,2024-12-27,2025-01-01,9754
4606,1842,2025-01-06,2025-01-16,9773
4607,1843,2024-04-15,2024-04-25,2275
4608,1843,2025-01-26,2025-01-26,2064
4609,1843,2025-01-05,2025-01-05,7373
4610,1843,2024-04-30,2024-04-30,8979
4611,1844,2025-04-29,2025-05-09,8638
4612,1845,2024-12-26,2024-12-31,5295
4613,1846,2024-11-28,2024-11-28,9197
4614,1846,2025-03-19,2025-03-29,3228
4615,1847,2024-01-19,2024-01-19,8463
4616,1847,2024-12-23,2024-12-23,4808
4617,1848,2025-06-01,2025-06-11,4402
4618,1848,2025-06-08,2025-06-08,9418
4619,1848,2025-06-06,2025-06-06,6926
4620,1849,2024-07-17,2024-07-17,4309
4621,1849,2025-04-05,2025-04-10,8488
4622,1850,2025-05-10,2025-05-10,3457
4623,1850,2025-01-13,2025-01-18,5118
4624,1851,2024-06-09,2024-06-09,8368
4625,1852,2025-06-21,2025-07-01,6640
4626,1852,2025-04-05,2025-04-05,4887
4627,1852,2025-01-15,2025-01-25,6824
4628,1852,2024-06-26,2024-07-01,5808
4629,1853,2025-04-10,2025-04-10,4919
4630,1853,2025-05-22,2025-06-01,9048
4631,1853,2025-02-28,2025-03-10,9817
4632,1853,2025-02-09,2025-02-19,8149
4633,1854,2025-05-27,2025-06-01,8014
4634,1854,2025-02-23,2025-03-05,8709
4635,1854,2025-05-08,2025-05-18,8574
4636,1855,2024-06-14,2024-06-19,2423
4637,1856,2025-02-22,2025-02-27,7361
4638,1856,2025-01-18,2025-01-28,5531
4639,1856,2025-04-20,2025-04-20,8432
4640,1856,2025-06-19,2025-06-24,5906
4641,1857,2024-03-29,2024-03-29,6141
4642,1857,2025-04-05,2025-04-10,5953
4643,1857,2024-01-15,2024-01-15,2240
4644,1858,2025-02-27,2025-02-27,3980
4645,1858,2025-03-29,2025-03-29,4628
4646,1858,2025-02-04,2025-02-04,9316
4647,1859,2025-01-10,2025-01-20,2828
4648,1859,2023-08-10,2023-08-15,7447
4649,1859,2024-07-24,2024-07-29,4973
4650,1859,2024-09-21,2024-09-21,2696
4651,1860,2024-11-16,2024-11-21,6361
4652,1861,2024-12-07,2024-12-07,7921
4653,1862,2025-02-03,2025-02-13,3855
4654,1863,2025-06-08,2025-06-18,9906
4655,1863,2025-05-10,2025-05-20,3635
4656,1864,2025-05-26,2025-05-26,3703
4657,1864,2025-05-31,2025-05-31,7483
4658,1864,2025-05-01,2025-05-01,6248
4659,1865,2024-02-18,2024-02-28,5657
4660,1866,2025-03-01,2025-03-11,9321
4661,1866,2025-04-15,2025-04-25,6960
4662,1866,2025-04-11,2025-04-21,4166
4663,1867,2025-06-04,2025-06-09,5559
4664,1867,2025-05-26,2025-05-26,2087
4665,1867,2025-05-28,2025-05-28,2905
4666,1868,2025-03-29,2025-04-08,6098
4667,1868,2025-04-30,2025-05-10,5584
4668,1868,2025-04-23,2025-05-03,3491
4669,1869,2024-05-23,2024-05-23,5023
4670,1869,2024-01-20,2024-01-20,6409
4671,1869,2025-01-17,2025-01-27,6208
4672,1870,2025-05-25,2025-05-25,4911
4673,1871,2025-05-19,2025-05-24,6440
4674,1871,2025-03-08,2025-03-08,9717
4675,1872,2025-02-01,2025-02-01,9499
4676,1872,2024-07-09,2024-07-09,5601
4677,1872,2023-12-24,2023-12-24,5624
4678,1872,2024-05-18,2024-05-28,4223
4679,1873,2024-12-07,2024-12-12,3919
4680,1874,2025-04-14,2025-04-14,7090
4681,1875,2024-03-28,2024-03-28,4197
4682,1875,2024-04-10,2024-04-10,3399
4683,1875,2025-06-20,2025-06-30,8083
4684,1876,2023-12-31,2024-01-05,3430
4685,1876,2025-04-17,2025-04-22,9081
4686,1876,2025-03-02,2025-03-02,6121
4687,1877,2024-11-24,2024-11-29,3937
4688,1878,2024-01-12,2024-01-12,8243
4689,1878,2024-11-09,2024-11-09,5964
4690,1878,2025-03-01,2025-03-11,9550
4691,1878,2025-06-15,2025-06-15,7579
4692,1879,2024-11-05,2024-11-15,5288
4693,1879,2025-05-06,2025-05-11,5026
4694,1879,2025-04-24,2025-04-29,9698
4695,1879,2024-03-20,2024-03-20,9140
4696,1880,2025-03-19,2025-03-24,7927
4697,1880,2025-06-21,2025-07-01,2868
4698,1881,2024-12-13,2024-12-18,7125
4699,1881,2025-05-29,2025-06-08,7720
4700,1881,2024-12-19,2024-12-24,2771
4701,1881,2025-03-07,2025-03-07,5902
4702,1882,2025-02-05,2025-02-05,6750
4703,1882,2024-07-05,2024-07-15,6046
4704,1883,2025-05-01,2025-05-01,9242
4705,1884,2025-05-30,2025-06-04,7998
4706,1884,2025-05-27,2025-05-27,2590
4707,1885,2025-05-10,2025-05-10,9112
4708,1885,2025-05-20,2025-05-30,8559
4709,1885,2025-01-27,2025-02-06,9396
4710,1886,2025-02-15,2025-02-20,8300
4711,1886,2025-04-07,2025-04-07,2729
4712,1886,2025-06-19,2025-06-24,4707
4713,1886,2025-03-31,2025-03-31,5162
4714,1887,2024-02-08,2024-02-08,6721
4715,1887,2024-06-04,2024-06-04,7274
4716,1888,2024-02-28,2024-03-04,5614
4717,1888,2025-02-12,2025-02-12,5817
4718,1889,2025-05-21,2025-05-21,5151
4719,1889,2025-05-10,2025-05-20,2918
4720,1889,2024-12-20,2024-12-20,7161
4721,1889,2025-01-01,2025-01-11,3473
4722,1890,2024-12-15,2024-12-20,4803
4723,1890,2025-05-10,2025-05-15,2036
4724,1890,2025-06-08,2025-06-13,4480
4725,1891,2025-06-16,2025-06-16,3412
4726,1891,2025-03-25,2025-03-25,2348
4727,1892,2025-06-03,2025-06-03,6997
4728,1892,2025-04-02,2025-04-02,6600
4729,1892,2025-04-18,2025-04-18,2504
4730,1892,2025-05-22,2025-05-27,8220
4731,1893,2024-09-07,2024-09-07,5209
4732,1893,2025-03-06,2025-03-11,4889
4733,1894,2025-04-06,2025-04-16,2469
4734,1894,2025-05-22,2025-05-27,8993
4735,1894,2025-05-11,2025-05-21,2957
4736,1895,2024-08-27,2024-08-27,5795
4737,1895,2025-06-17,2025-06-17,6286
4738,1895,2024-12-19,2024-12-19,6263
4739,1896,2024-05-16,2024-05-16,5487
4740,1896,2024-07-28,2024-08-07,6077
4741,1896,2024-10-29,2024-11-03,3773
4742,1896,2024-06-03,2024-06-03,9118
4743,1897,2025-05-28,2025-05-28,2215
4744,1897,2024-08-21,2024-08-21,8228
4745,1897,2025-03-13,2025-03-13,9041
4746,1898,2025-03-30,2025-03-30,3878
4747,1898,2025-02-22,2025-02-27,2403
4748,1899,2025-04-16,2025-04-16,3243
4749,1899,2025-03-28,2025-03-28,2551
4750,1899,2025-04-08,2025-04-18,2228
4751,1899,2025-05-02,2025-05-07,7206
4752,1900,2024-07-21,2024-07-21,8741
4753,1900,2025-01-18,2025-01-28,8777
4754,1900,2024-12-01,2024-12-11,3636
4755,1900,2024-12-06,2024-12-11,6098
4756,1901,2025-03-28,2025-03-28,4072
4757,1901,2025-06-14,2025-06-14,9680
4758,1902,2025-01-13,2025-01-23,5149
4759,1902,2024-08-11,2024-08-16,2338
4760,1902,2025-05-24,2025-05-24,2808
4761,1903,2025-01-18,2025-01-23,4473
4762,1904,2024-08-21,2024-08-31,2310
4763,1905,2024-03-13,2024-03-23,8880
4764,1905,2024-09-03,2024-09-03,7570
4765,1905,2024-05-06,2024-05-11,8071
4766,1905,2025-02-06,2025-02-11,4690
4767,1906,2024-04-29,2024-05-04,3969
4768,1906,2024-01-26,2024-02-05,9475
4769,1906,2025-01-12,2025-01-17,7733
4770,1907,2025-02-26,2025-02-26,8042
4771,1907,2025-04-18,2025-04-18,9572
4772,1907,2025-02-19,2025-02-19,2559
4773,1907,2025-04-17,2025-04-17,4295
4774,1908,2024-04-27,2024-05-07,2402
4775,1908,2025-05-03,2025-05-08,6702
4776,1909,2025-02-08,2025-02-08,9510
4777,1909,2025-06-08,2025-06-18,8262
4778,1909,2025-02-26,2025-02-26,8014
4779,1910,2023-10-20,2023-10-20,9241
4780,1910,2023-11-06,2023-11-06,4987
4781,1910,2025-06-15,2025-06-15,4604
4782,1911,2023-09-09,2023-09-19,9394
4783,1912,2024-11-21,2024-11-21,7964
4784,1912,2025-06-20,2025-06-25,9623
4785,1913,2024-08-02,2024-08-02,9733
4786,1913,2024-11-28,2024-12-08,3119
4787,1913,2025-02-01,2025-02-01,3553
4788,1914,2025-03-04,2025-03-04,6625
4789,1914,2025-01-22,2025-01-27,8106
4790,1915,2025-05-06,2025-05-11,4983
4791,1915,2024-06-01,2024-06-11,7646
4792,1915,2024-02-03,2024-02-08,3978
4793,1916,2025-04-18,2025-04-23,4768
4794,1916,2025-04-06,2025-04-06,9842
4795,1916,2025-02-05,2025-02-05,3763
4796,1916,2025-06-16,2025-06-16,5263
4797,1917,2024-02-22,2024-03-03,4456
4798,1917,2023-12-03,2023-12-08,4875
4799,1918,2025-04-14,2025-04-14,5131
4800,1918,2025-05-31,2025-06-10,8178
4801,1918,2025-06-12,2025-06-17,2927
4802,1918,2025-06-19,2025-06-19,3376
4803,1919,2025-03-07,2025-03-12,8514
4804,1919,2024-02-04,2024-02-04,3406
4805,1920,2025-01-16,2025-01-16,5070
4806,1921,2025-05-27,2025-05-27,3019
4807,1921,2024-12-18,2024-12-18,7660
4808,1921,2025-05-21,2025-05-21,5121
